Time,UTC_Time,Date,UTC_Date,Pitcher,Pitcher_ID,Pitcher_Hand,Pitcher_Team,Pitch_Set,Pitch_Type,Pitch_Velocity,Pitch_Release_Vertical,Pitch_Release_Horizontal,Spin_Rate,Pitch_Spin_Direction,Pitch_Tilt,Release_Height,Release_Side,Extension,Break_Vertical,Break_Induced_Vertical,Break_Horizontal,Strike_Zone_Height,Strike_Zone_Side,Plate_Speed,Approach_Angle_Vertical,Approach_Angle_Horizontal,Pitch_Time,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,GUID,px,pz,Pitch_Strike_Zone_Front,Strike_Zone_Top,Strike_Zone_Bottom,Pitch_Spin_Tilt_Hours,Pitch_Spin_Tilt_Minutes,Pitch_Poly_X,Pitch_Poly_Y,Pitch_Poly_Z,Strike_Zone_Position,Pitch_Count,Plate_Appearance,Pitcher_External_ID,Pitcher_League_ID
17:54:34,23:54:34,1/15/2026,1/15/2026,Nash Crosby  (#16),34542005,R,Southwest Baptist University,WU,FF,82.4,0.18,-1.33,1886,213.43,1:00,5.67,8.44,7.6,-23.79,13.59,8.97,46.15,-3.04,75.24,-4.38,0.37,0.45,-5.36,8.63,-0.64,50,5.67,1.74,-81.9,-0.12,-7.79,24.15,-19.63,657E8BB7-9A8C-4A9E-A5EE-B6C74C8DE508,-3.05,46.14,-3.04; 17.00; 46.15,-,-,1,0,-0.70; 2.79; -4.26; 0.83; -0.53,52.91; -120.83; 13.01; -1.88; 0.91,5.67; 0.37; -10.34; 1.30; -0.95,11,2,1,-,1
17:54:52,23:54:52,1/15/2026,1/15/2026,Nash Crosby  (#16),34542005,R,Southwest Baptist University,WU,CH,73.94,-1.95,-1.29,1417,225.99,1:30,5.43,11.57,7.7,-38.14,7.94,8.22,6.1,-5.91,68.46,-9.19,0.27,0.5,-4.93,6.26,-0.9,50,5.33,1.53,-73.48,-3.02,-5.8,18.65,-24.81,652FDD65-DF56-4E3B-9930-43D068D7C8BD,-5.92,6.08,-5.91; 17.00; 6.10,-,-,1,30,-0.96; 2.43; -3.17; 0.55; -0.32,52.77; -108.36; 9.98; -1.00; 0.20,5.43; -3.71; -12.97; 1.14; -0.64,13,3,1,-,1
17:55:13,23:55:13,1/15/2026,1/15/2026,Nash Crosby  (#16),34542005,R,Southwest Baptist University,WU,FF,82.87,-0.92,-1.39,1919,196.34,12:30,5.67,8.99,7.7,-22.09,14.7,4.31,36.05,1.67,75.78,-5.15,-0.57,0.44,-2.8,9.6,-0.68,50,5.62,1.92,-82.38,-1.66,-4.12,24.39,-18.05,36FCD63F-6119-4664-82ED-5CCA8DA71612,1.67,36.04,1.67; 17.00; 36.05,-,-,12,30,-0.75; 2.94; -2.24; 0.40; -0.24,52.79; -121.46; 12.52; 0.31; -1.53,5.67; -1.97; -9.41; 0.81; -0.46,2,4,1,-,1
17:55:32,23:55:32,1/15/2026,1/15/2026,Nash Crosby  (#16),34542005,R,Southwest Baptist University,WU,FF,83.24,-1.26,-1.86,1919,208.51,1:00,5.67,5.72,7.6,-22.7,13.85,7.52,31.81,6.83,76.38,-5.59,-0.44,0.44,-4.68,9.14,-0.39,50,5.6,2.55,-82.72,-2.18,-6.98,23.8,-18.57,6AF8B2F5-179C-40F9-AA30-484F9724994F,6.82,31.8,6.83; 17.00; 31.81,-,-,1,0,-0.48; 3.95; -3.81; 0.74; -0.48,52.89; -121.98; 12.48; -0.67; -0.40,5.67; -2.70; -9.67; 0.80; -0.42,6,5,1,-,1
17:55:57,23:55:57,1/15/2026,1/15/2026,Nash Crosby  (#16),34542005,R,Southwest Baptist University,WU,SL,74.15,0.33,-2.72,1846,31.14,7:00,5.28,12.82,7.2,-51.29,-4,-2.42,15.64,19.2,67.84,-9.38,-3.18,0.5,0.47,-0.99,-0.91,50,5.28,3.53,-73.54,-0.37,0.55,21.1,-33.34,73655510-6A40-413A-9A53-CF51E273D9A3,19.2,15.62,19.20; 17.00; 15.64,-,-,7,0,-1.07; 5.16; 0.29; -0.02; 0.00,53.32; -108.68; 11.77; -2.59; 1.62,5.28; 0.59; -17.41; 1.43; -0.76,14,6,1,-,1
17:56:16,23:56:16,1/15/2026,1/15/2026,Nash Crosby  (#16),34542005,R,Southwest Baptist University,WU,FF,83.93,-0.53,-0.66,1895,210.6,1:00,5.75,6.87,7.5,-23.59,12.49,7.39,39.65,-7.17,77.1,-5.02,0.74,0.44,-4.25,8.1,-0.54,50,5.71,0.82,-83.45,-1.17,-6.46,23.82,-19.89,621C21B5-23DA-448E-8406-70A30EE325F3,-7.17,39.64,-7.17; 17.00; 39.65,-,-,1,0,-0.57; 1.39; -3.52; 0.67; -0.42,53.04; -123.10; 12.73; -1.50; 0.50,5.75; -1.17; -10.37; 0.94; -0.56,1,7,1,-,1
17:56:42,23:56:42,1/15/2026,1/15/2026,Nash Crosby  (#16),34542005,R,Southwest Baptist University,WU,CU,70.41,1.93,-0.79,1685,34.23,7:15,5.66,9.35,7.1,-60.84,-8.55,-5.82,28.08,5.06,64.76,-9.57,-1.88,0.53,2.94,-3.9,-0.73,50,5.75,1.06,-69.88,1.44,3.1,18.16,-36.3,A7C576EC-1B85-4ABC-AA28-0B8914CB7B2A,5.06,28.05,5.06; 17.00; 28.08,-,-,7,15,-0.78; 1.43; 1.69; -0.25; 0.12,53.37; -103.20; 9.68; -0.74; -0.03,5.66; 3.44; -18.96; 1.50; -0.77,6,9,1,-,1
17:57:04,23:57:04,1/15/2026,1/15/2026,Nash Crosby  (#16),34542005,R,Southwest Baptist University,WU,SL,73.07,2.6,-1.44,1787,92.55,9:00,5.51,9.57,7.7,-47.19,0.4,-9.02,47,14.93,66.69,-6.45,-3.15,0.5,4.59,0.77,-0.72,50,5.63,1.96,-72.54,2.66,5.22,19.79,-31.31,2B206841-0B0E-4D26-A520-0FDC44713F8C,14.94,46.98,14.93; 17.00; 47.00,-,-,9,0,-0.80; 2.70; 2.83; -0.41; 0.20,52.81; -107.03; 10.54; -0.85; -0.01,5.51; 4.83; -16.35; 1.34; -0.71,12,10,1,-,1
17:57:24,23:57:24,1/15/2026,1/15/2026,Nash Crosby  (#16),34542005,R,Southwest Baptist University,WU,FF,82.23,-0.56,-1.03,1915,201.86,12:45,5.78,5.86,7.8,-22.69,14.48,5.81,40.7,-0.61,75.32,-4.91,0.07,0.45,-3.53,9.39,-0.44,50,5.75,1.37,-81.77,-1.13,-5.14,23.6,-18.53,88671E8E-1316-4F22-9005-C41B3C7D4049,-0.61,40.69,-0.61; 17.00; 40.70,-,-,12,45,-0.49; 2.15; -2.80; 0.52; -0.32,52.69; -120.55; 12.16; 0.14; -1.30,5.78; -1.18; -9.78; 1.27; -0.95,2,11,1,-,1
17:57:55,23:57:55,1/15/2026,1/15/2026,Nash Crosby  (#16),34542005,R,Southwest Baptist University,WU,CH,73.78,-1.42,-1.33,1453,218.48,1:15,5.45,8.61,8.1,-37.15,8.55,6.8,13.05,-1.23,68.11,-8.54,-0.03,0.49,-4.21,6.55,-0.66,50,5.38,1.6,-73.37,-2.28,-4.92,18.95,-24.51,10901E89-E536-4C19-AFAE-1F1708B40931,-1.23,13.04,-1.23; 17.00; 13.05,-,-,1,15,-0.72; 2.49; -2.68; 0.44; -0.24,52.43; -108.12; 9.80; 0.09; -0.91,5.45; -2.71; -12.78; 1.01; -0.52,13,12,1,-,1
17:58:13,23:58:13,1/15/2026,1/15/2026,Nash Crosby  (#16),34542005,R,Southwest Baptist University,WU,FF,82.71,-0.82,-1.18,1866,207.43,1:00,5.65,5.29,7.5,-23.17,14.06,7.3,35.83,0.19,75.51,-5.25,0.2,0.45,-4.38,9.18,-0.38,50,5.6,1.57,-82.19,-1.55,-6.41,24.62,-18.75,523F8B5E-69EB-499C-ADF1-558477742DC8,0.19,35.82,0.19; 17.00; 35.83,-,-,1,0,-0.44; 2.49; -3.51; 0.68; -0.44,52.97; -121.25; 12.89; -0.60; -0.51,5.65; -1.74; -9.92; 1.37; -1.06,2,13,1,-,1
17:58:47,23:58:47,1/15/2026,1/15/2026,Nash Crosby  (#16),34542005,R,Southwest Baptist University,WU,SL,70.31,1.68,-2.09,1671,49.16,7:45,5.66,8.98,7.5,-63.38,-11.59,-13.41,22.79,27,64.99,-10.33,-4.62,0.53,6.79,-5.6,-0.63,50,5.73,2.75,-69.79,1.18,7.15,18.12,-38.07,8BC30DA9-7888-452B-A029-8E6459E57A00,27.01,22.76,27.00; 17.00; 22.79,-,-,7,45,-0.75; 3.77; 3.90; -0.61; 0.32,53.02; -102.95; 9.15; 0.86; -1.56,5.66; 2.98; -19.89; 1.58; -0.81,14,14,1,-,1
17:59:09,23:59:09,1/15/2026,1/15/2026,Nash Crosby  (#16),34542005,R,Southwest Baptist University,WU,FF,82.27,-0.09,-1.27,1784,212.2,1:00,5.69,8.49,7.7,-26.14,10.98,6.91,41.16,-1.77,75.77,-5.08,0.04,0.44,-4.18,7.2,-0.65,50,5.68,1.69,-81.83,-0.52,-6.12,22.37,-21.65,22451DC9-2416-4492-8B46-5B1D431ABA73,-1.78,41.15,-1.77; 17.00; 41.16,-,-,1,0,-0.71; 2.65; -3.34; 0.62; -0.39,52.77; -120.60; 11.49; 0.23; -1.31,5.69; -0.21; -11.32; 1.10; -0.68,2,15,1,-,1
17:59:44,23:59:44,1/15/2026,1/15/2026,Nash Crosby  (#16),34542005,R,Southwest Baptist University,WU,FF,82.11,-0.37,-1.9,1824,205.92,12:45,5.75,2.86,7.6,-25.38,12.12,5.89,39.56,11.7,75.37,-5.22,-0.78,0.45,-3.79,7.94,-0.15,50,5.72,2.6,-81.62,-0.93,-5.5,23.02,-20.66,264E0E57-0AD2-45AF-8063-E60F1CD87C46,11.7,39.55,11.70; 17.00; 39.56,-,-,12,45,-0.24; 3.97; -3.00; 0.55; -0.33,52.87; -120.31; 11.53; 1.35; -2.59,5.75; -0.81; -10.75; 0.87; -0.45,12,16,1,-,1
18:01:03,0:01:03,1/15/2026,1/16/2026,Nash Crosby  (#16),34542005,R,Southwest Baptist University,WU,CU,69.38,1.98,-0.19,1683,15.49,6:30,5.82,7.68,7.1,-68.52,-14.49,-4.01,22.79,-1.64,63.74,-10.98,-0.94,0.54,2.14,-7.15,-0.63,50,5.91,0.29,-68.83,1.37,2.17,18.48,-39.47,AE59DB9A-4947-46FF-8BBF-42BD16FC048D,-1.64,22.76,-1.64; 17.00; 22.79,-,-,6,30,-0.64; 0.34; 1.19; -0.19; 0.10,53.36; -101.70; 10.01; -1.19; 0.36,5.82; 3.46; -20.65; 1.72; -0.91,8,17,1,-,1
18:01:28,0:01:28,1/15/2026,1/16/2026,Nash Crosby  (#16),34542005,R,Southwest Baptist University,WU,FF,82.38,-0.68,-1.48,1790,203.21,12:45,5.69,4.39,8.3,-23.69,12.58,5.39,37.43,5.97,75.69,-5.26,-0.45,0.44,-3.47,8.45,-0.31,50,5.66,2.04,-81.98,-1.28,-5.09,23.26,-19.82,36ACE3F7-BD44-49F2-9090-3931CE627C4F,5.97,37.42,5.97; 17.00; 37.43,-,-,12,45,-0.37; 3.11; -2.77; 0.49; -0.29,52.21; -120.74; 11.89; 0.48; -1.67,5.69; -1.45; -10.36; 1.02; -0.65,3,18,1,-,1
18:01:54,0:01:54,1/15/2026,1/16/2026,Nash Crosby  (#16),34542005,R,Southwest Baptist University,WU,CU,73.74,1.27,-0.33,1681,46.54,7:30,5.45,10.75,7.4,-56.44,-8.89,-9.38,22.74,2.22,66.92,-9.53,-2.12,0.5,5.08,-4.01,-0.87,50,5.5,0.58,-73.19,0.81,5.79,22.54,-36.76,A416A8AF-BAC9-4080-84F5-BA96122FA322,2.23,22.71,2.22; 17.00; 22.74,-,-,7,30,-0.90; 0.64; 3.16; -0.53; 0.30,53.08; -108.07; 11.55; 0.49; -1.43,5.45; 2.36; -19.24; 1.71; -0.97,8,19,1,-,1
18:02:22,0:02:22,1/15/2026,1/16/2026,Nash Crosby  (#16),34542005,R,Southwest Baptist University,WU,SL,74.43,0.41,-1.24,1739,46.2,7:30,5.34,17,7.2,-53.84,-6.87,-7.16,14.68,3.61,67.92,-9.81,-2.59,0.5,3.52,-2.59,-1.34,50,5.34,1.72,-73.86,-0.31,4.11,22.07,-35.21,5CA7E8C8-1244-492C-B2D2-8880982CB624,3.61,14.66,3.61; 17.00; 14.68,-,-,7,30,-1.42; 2.36; 2.25; -0.39; 0.23,53.32; -109.11; 11.40; 0.22; -1.19,5.34; 0.74; -18.38; 1.48; -0.78,14,20,1,-,1
18:02:38,0:02:38,1/15/2026,1/16/2026,Nash Crosby  (#16),34542005,R,Southwest Baptist University,WU,SL,70.16,1.75,0.12,1640,16.5,6:30,5.67,8.65,7.4,-63.47,-11.42,-3.38,23.54,-6.55,64.58,-10.32,-0.52,0.53,1.9,-5.5,-0.73,50,5.75,-0.09,-69.68,1.25,1.99,18.35,-37.95,B2C2A09A-788C-4240-A0C2-E3E7C697E7D7,-6.55,23.51,-6.55; 17.00; 23.54,-,-,6,30,-0.72; -0.21; 1.09; -0.18; 0.10,53.05; -102.87; 9.91; -1.13; 0.33,5.67; 3.11; -19.92; 1.87; -1.08,7,21,1,-,1
18:02:58,0:02:58,1/15/2026,1/16/2026,Nash Crosby  (#16),34542005,R,Southwest Baptist University,WU,CH,72.65,-1.1,-1.86,1303,245.22,2:15,5.59,8.99,7.7,-45.53,2.12,4.58,9.62,6.44,67.54,-9.74,-0.99,0.5,-3.05,2.74,-0.66,50,5.52,2.27,-72.22,-2.01,-3.47,17.58,-29.06,0ED73B25-4C83-450B-B7A6-E0BBADDC123A,6.44,9.6,6.44; 17.00; 9.62,-,-,2,15,-0.75; 3.45; -1.88; 0.27; -0.13,52.76; -106.43; 8.83; 0.98; -1.73,5.59; -2.08; -15.22; 1.41; -0.82,14,22,1,-,1
18:03:24,0:03:24,1/15/2026,1/16/2026,Nash Crosby  (#16),34542005,R,Southwest Baptist University,WU,FF,82.16,0.56,-0.55,1881,200.2,12:45,5.64,10.06,7.7,-24.57,12.63,4.65,49.13,-8.79,75.51,-4.15,0.33,0.44,-2.73,7.98,-0.81,50,5.66,0.7,-81.73,0.42,-3.99,22.54,-20.55,D547BA79-5A3D-4F3D-AA43-CD8BDE475F84,-8.79,49.12,-8.79; 17.00; 49.13,-,-,12,45,-0.84; 1.15; -2.17; 0.38; -0.22,52.76; -120.41; 10.91; 2.69; -4.09,5.64; 1.15; -10.75; 1.07; -0.68,11,23,1,-,1
18:03:44,0:03:44,1/15/2026,1/16/2026,Nash Crosby  (#16),34542005,R,Southwest Baptist University,WU,FF,82.14,-1.17,-0.46,1861,200.81,12:45,5.56,10.82,7.8,-22.78,14.33,5.45,31.45,-11.34,75.76,-5.52,0.57,0.44,-3.16,9.4,-0.88,50,5.5,0.56,-81.71,-2,-4.61,22.17,-18.45,A6AFBAEF-D90A-4241-92EE-65CF8AF29F2D,-11.34,31.44,-11.34; 17.00; 31.45,-,-,12,45,-0.90; 0.96; -2.55; 0.60; -0.44,52.71; -120.57; 13.16; -6.11; 5.68,5.56; -2.48; -9.54; 0.57; -0.18,11,24,1,-,1
18:16:25,0:16:25,1/15/2026,1/16/2026,Caden Norman  (#44),34542024,R,Southwest Baptist University,WU,SL,78.43,-1.7,0.24,2121,105.25,9:30,5.73,18.97,7.7,-38.9,2.19,-8.02,11.63,-13.57,72.36,-9.1,-1.28,0.47,4.54,2.85,-1.59,50,5.64,-0.2,-77.95,-2.88,5.98,21.8,-28.43,8EF8B13E-43DE-426B-9EFB-3184F09EA1EF,-13.56,11.61,-13.57; 17.00; 11.63,-,-,9,30,-1.58; -0.48; 3.28; -0.63; 0.39,52.80; -114.94; 11.19; 0.33; -1.34,5.73; -3.44; -14.85; 1.34; -0.78,13,1,1,-,1
18:16:44,0:16:44,1/15/2026,1/16/2026,Caden Norman  (#44),34542024,R,Southwest Baptist University,WU,FF,83.98,-1.35,-1.83,2021,198.38,12:30,6.3,11.8,7.8,-17.67,18.14,6.03,43.45,1.87,76.49,-4.75,-0.69,0.44,-3.91,11.72,-0.9,50,6.23,2.56,-83.44,-2.23,-5.89,25.77,-14.54,EB20A9A6-DC90-4D3D-97C6-DC50BAB66259,1.86,43.44,1.87; 17.00; 43.45,-,-,12,30,-0.98; 3.92; -3.20; 0.58; -0.36,52.71; -122.98; 12.56; 2.72; -4.31,6.30; -2.90; -7.73; 1.25; -1.03,12,2,1,-,1
18:17:14,0:17:14,1/15/2026,1/16/2026,Caden Norman  (#44),34542024,R,Southwest Baptist University,WU,FF,84.72,0.22,-0.8,1984,199.67,12:45,6.31,12.62,8.2,-17.49,16.99,6.07,60.57,-10.17,77.51,-3.17,0.36,0.43,-3.66,10.67,-1.02,50,6.32,1.08,-84.32,0.08,-5.66,25.03,-15.69,61DDE704-8E5D-4DF2-A007-4F59E895541C,-10.17,60.56,-10.17; 17.00; 60.57,-,-,12,45,-1.05; 1.72; -3.11; 0.68; -0.48,52.33; -124.29; 13.80; -3.27; 2.52,6.31; 0.45; -8.14; 0.59; -0.26,11,3,1,-,1
18:17:33,0:17:33,1/15/2026,1/16/2026,Caden Norman  (#44),34542024,R,Southwest Baptist University,WU,FF,84.63,-2.06,-2.66,2013,195.95,12:30,6.24,11.81,7.9,-20.37,14.59,4.17,32.44,12.49,77.76,-5.96,-1.86,0.43,-3.06,9.83,-0.87,50,6.14,3.83,-84.07,-3.32,-4.72,24.44,-17.04,7448FD9F-0CF8-4ABE-96AE-12FE3803D8BC,12.49,32.43,12.49; 17.00; 32.44,-,-,12,30,-0.98; 5.73; -2.53; 0.32; -0.12,52.57; -123.87; 12.36; 1.01; -2.41,6.24; -4.47; -8.93; 0.98; -0.68,12,4,1,-,1
18:17:58,0:17:58,1/15/2026,1/16/2026,Caden Norman  (#44),34542024,R,Southwest Baptist University,WU,SL,79.78,-2.33,-1.55,2230,91.48,9:00,5.82,21.2,7.6,-39.89,0.26,-9.98,4.85,5.51,73.27,-9.89,-3.45,0.46,5.07,2.02,-1.68,50,5.69,2.31,-79.19,-3.83,6.84,24.18,-29.46,2D178C2C-0E71-417B-B740-D5EEB4AE0330,5.52,4.83,5.51; 17.00; 4.85,-,-,9,0,-1.77; 3.18; 3.73; -0.66; 0.39,52.91; -116.89; 12.98; -1.58; 0.55,5.82; -4.79; -15.37; 1.33; -0.75,14,5,1,-,1
18:18:21,0:18:21,1/15/2026,1/16/2026,Caden Norman  (#44),34542024,R,Southwest Baptist University,WU,FF,84.35,-0.02,-0.34,2010,203.36,12:45,6.21,13.39,9.2,-15.81,17.59,7.6,58.44,-17.45,77.23,-3.14,1.14,0.42,-4.57,11.49,-1.11,50,6.21,0.41,-84.09,-0.18,-7.02,25.2,-14.54,5F134D39-9809-4BC1-9177-EEA0FEC030FD,-17.45,58.43,-17.45; 17.00; 58.44,-,-,12,45,-1.12; 0.72; -3.86; 0.87; -0.63,51.32; -123.67; 12.82; 0.70; -2.08,6.21; -0.06; -7.63; 0.90; -0.66,11,6,1,-,1
18:19:04,0:19:04,1/15/2026,1/16/2026,Caden Norman  (#44),34542024,R,Southwest Baptist University,WU,FF,84.76,-1.39,-0.56,2000,206.32,1:00,6.22,16.94,8.1,-15.92,18.68,9.24,43.87,-20.16,77.57,-4.46,1.2,0.43,-5.38,12.08,-1.39,50,6.16,0.68,-84.33,-2.27,-8.3,25.31,-13.53,75BB361B-45A7-40D5-9F6A-D70A0A21A02F,-20.17,43.86,-20.16; 17.00; 43.87,-,-,1,0,-1.41; 1.20; -4.54; 0.93; -0.62,52.41; -124.32; 13.90; -3.11; 2.31,6.22; -3.03; -7.04; 0.57; -0.30,11,7,1,-,1
18:19:18,0:19:18,1/15/2026,1/16/2026,Caden Norman  (#44),34542024,R,Southwest Baptist University,WU,FF,84.7,-2.76,-1.49,1910,208.06,1:00,6.12,15.6,8.2,-20.97,13.53,7.21,22.99,-6.93,78.17,-6.79,-0.11,0.43,-4.47,9.44,-1.24,50,6,2.07,-84.2,-4.35,-6.93,23.8,-17.56,7C7B1130-6CA4-46FE-B245-AC95C9AF7994,-6.93,22.98,-6.93; 17.00; 22.99,-,-,1,0,-1.30; 3.21; -3.77; 0.68; -0.41,52.34; -124.02; 12.33; -0.16; -0.98,6.12; -6.00; -9.22; 1.08; -0.78,7,8,1,-,1
18:19:45,0:19:45,1/15/2026,1/16/2026,Caden Norman  (#44),34542024,R,Southwest Baptist University,WU,FF,84.22,-0.99,-0.24,1946,203.43,12:45,6.32,13.87,8.3,-18.14,16.53,7.17,47.16,-18.44,77.24,-4.51,1.13,0.43,-4.15,10.81,-1.15,50,6.28,0.25,-83.83,-1.69,-6.35,24.61,-15.66,5B926B01-8C23-4487-8C8A-CE6941EB5FB6,-18.44,47.15,-18.44; 17.00; 47.16,-,-,12,45,-1.16; 0.52; -3.50; 0.79; -0.57,52.17; -123.52; 13.20; -1.72; 0.66,6.32; -2.17; -8.05; 0.33; 0.03,11,9,1,-,1
18:20:07,0:20:07,1/15/2026,1/16/2026,Caden Norman  (#44),34542024,R,Southwest Baptist University,WU,FC,80.61,-1.03,-1.25,2048,174.23,11:45,5.81,19.24,8.1,-28.18,9.88,-1,30.47,-4.93,74.39,-6.45,-1.44,0.45,0.23,6.97,-1.55,50,5.76,1.76,-80.21,-1.82,0.33,21.76,-22.4,F8E612CF-A309-4E58-BDEE-D54EEC8DD7EE,-4.93,30.45,-4.93; 17.00; 30.47,-,-,11,45,-1.60; 2.58; 0.16; 0.03; -0.05,52.36; -118.25; 12.36; -3.91; 3.24,5.81; -2.16; -11.62; 0.82; -0.36,4,10,1,-,1
18:20:42,0:20:42,1/15/2026,1/16/2026,Caden Norman  (#44),34542024,R,Southwest Baptist University,WU,CH,79.09,-0.33,-0.69,1609,202.85,12:45,6.01,12.63,8.3,-25.12,14.22,5.99,43.59,-11.29,72.85,-5.18,0.46,0.46,-3.58,9.34,-1.03,50,6,0.86,-78.74,-0.76,-4.85,20.93,-19.54,CB4D2DDA-F2F9-43E9-8785-03D4B11108B8,-11.29,43.58,-11.29; 17.00; 43.59,-,-,12,45,-1.05; 1.38; -2.66; 0.52; -0.33,52.25; -115.99; 11.04; -0.72; -0.22,6.01; -0.68; -10.20; 0.90; -0.52,11,11,1,-,1
