Time,UTC_Time,Date,UTC_Date,Pitcher,Pitcher_ID,Pitcher_Hand,Pitcher_Team,Pitch_Set,Pitch_Type,Pitch_Velocity,Pitch_Release_Vertical,Pitch_Release_Horizontal,Spin_Rate,Pitch_Spin_Direction,Pitch_Tilt,Release_Height,Release_Side,Extension,Break_Vertical,Break_Induced_Vertical,Break_Horizontal,Strike_Zone_Height,Strike_Zone_Side,Plate_Speed,Approach_Angle_Vertical,Approach_Angle_Horizontal,Pitch_Time,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,GUID,px,pz,Pitch_Strike_Zone_Front,Strike_Zone_Top,Strike_Zone_Bottom,Pitch_Spin_Tilt_Hours,Pitch_Spin_Tilt_Minutes,Pitch_Poly_X,Pitch_Poly_Y,Pitch_Poly_Z,Strike_Zone_Position,Pitch_Count,Plate_Appearance,Pitcher_External_ID,Pitcher_League_ID
19:25:37,1:25:37,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,FF,87.19,-1.22,-4.24,2079,213.89,1:15,5.75,26.92,7.9,-25.41,7.44,5,30.5,13.55,80.69,-6.07,-3.3,0.42,-3.86,5.38,-2.05,50,5.69,6.32,-86.54,-2.23,-6.35,23.95,-23.33,ABC705A3-BB59-48D6-A8AE-7BADD9580800,13.54,30.49,13.55; 17.00; 30.50,-,-,1,15,-2.24; 9.43; -3.47; 0.70; -0.47,52.56; -127.50; 12.59; -0.97; -0.03,5.75; -2.73; -12.25; 1.48; -1.09,12,6,1,-,1
19:26:00,1:26:00,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,FF,86.04,0.28,-3.73,1932,243.12,2:00,5.6,27.16,7.9,-29.29,4.34,8.57,40.92,4.25,79.8,-5.31,-2.11,0.42,-5.68,3.23,-2.1,50,5.61,5.41,-85.48,-0.03,-9.16,22.41,-26.99,DA61E4B7-9FEF-4683-A9DB-11BCDA588724,4.24,40.91,4.25; 17.00; 40.92,-,-,2,0,-2.26; 8.18; -5.03; 1.09; -0.77,52.58; -125.96; 12.29; -2.72; 2.02,5.60; 0.59; -14.14; 1.58; -1.12,3,7,1,-,1
19:26:29,1:26:29,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,FF,86.43,-2.22,-1.34,1986,247.33,2:15,5.59,29,7.9,-27.81,5.51,13.19,15.53,-27.86,80.38,-7.51,1.16,0.42,-7.71,4.52,-2.36,50,5.49,1.77,-85.95,-3.76,-12.53,23.23,-24.84,97DD2F00-766E-4EAE-BA15-9FBA611458F8,-27.87,15.52,-27.86; 17.00; 15.53,-,-,2,15,-2.42; 2.93; -6.83; 1.31; -0.85,52.60; -126.63; 12.19; -0.79; -0.23,5.59; -4.92; -13.04; 1.55; -1.13,13,8,1,-,1
19:26:56,1:26:56,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,SL,77.94,0.57,-1.52,2093,44.76,7:30,5.84,26.37,7.6,-47.16,-5.73,-5.68,29.06,-4.3,72.57,-8.37,-2.59,0.47,2.76,-2.33,-2.12,50,5.85,2.15,-77.51,0.07,3.64,19.34,-35.26,C70FE4C9-939C-4B3E-A8CE-0D6B202E3AF2,-4.3,29.04,-4.30; 17.00; 29.06,-,-,7,30,-2.20; 3.04; 1.99; -0.37; 0.23,52.87; -114.24; 10.02; -0.02; -0.87,5.84; 1.10; -18.48; 1.87; -1.19,4,9,1,-,1
19:27:33,1:27:33,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,FF,85.99,-1.73,-2.68,2015,200.41,12:45,5.67,29.2,8,-21.91,11.89,4.42,27.53,-4.96,78.75,-5.95,-1.84,0.42,-3.25,8.24,-2.32,50,5.59,3.92,-85.43,-2.91,-5.15,26.16,-19.13,89D80FCE-D95C-4E75-8DC0-9CE081BE3F07,-4.96,27.52,-4.96; 17.00; 27.53,-,-,12,45,-2.43; 5.89; -2.86; 0.74; -0.57,52.46; -125.99; 14.63; -4.18; 3.48,5.67; -3.84; -9.91; 0.70; -0.29,4,10,1,-,1
19:28:07,1:28:07,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,SL,77.21,-0.93,-2.8,2191,45.71,7:30,5.8,26.29,8.6,-47.31,-6.11,-6.27,12.41,9.61,71.14,-10.08,-4.01,0.47,2.75,-2.1,-2.1,50,5.76,3.83,-76.76,-1.76,3.49,22.61,-34.85,07F4EAE5-AF68-49E6-A35D-E24754FF3F8C,9.62,12.39,9.61; 17.00; 12.41,-,-,7,30,-2.19; 5.54; 1.89; -0.26; 0.12,51.93; -113.15; 12.76; -3.61; 2.78,5.80; -1.88; -18.22; 1.69; -1.00,14,11,1,-,1
19:28:26,1:28:26,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,SL,76.95,0.27,-1.28,2217,53.99,7:45,5.73,28.22,7.7,-50.47,-7.87,-10.83,21.23,-3.65,71.41,-9.31,-3.32,0.48,5.67,-3.4,-2.29,50,5.73,1.88,-76.51,-0.37,7.23,20.26,-36.53,D0F61B0C-4ECB-4B29-9373-A29705D1D2A4,-3.64,21.21,-3.65; 17.00; 21.23,-,-,7,45,-2.35; 2.53; 3.94; -0.67; 0.38,52.82; -112.84; 10.87; -1.19; 0.29,5.73; 0.50; -19.07; 1.64; -0.91,7,12,1,-,1
19:28:51,1:28:51,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,CH,78.27,0.05,-1.45,2048,321.43,4:45,6.02,25.17,7.8,-42.26,-0.65,0.52,30.48,-10.1,70.79,-8.11,-1.35,0.47,-0.78,0.88,-2.03,50,6.01,1.96,-77.74,-0.53,-1.01,25.4,-31.05,68D96987-D855-4737-92FD-67CD31C87753,-10.1,30.46,-10.10; 17.00; 30.48,-,-,4,45,-2.10; 2.90; -0.57; 0.16; -0.13,52.73; -114.78; 13.67; -1.74; 0.66,6.02; 0.06; -16.26; 1.58; -0.96,11,13,1,-,1
19:29:23,1:29:23,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,SL,77.61,0.69,-2.01,2204,49.62,7:45,5.79,26.66,8.4,-49.57,-8.71,-10.25,27.19,4.99,71.81,-8.87,-3.98,0.47,5.28,-4.14,-2.14,50,5.8,2.86,-77.21,0.34,6.83,21.3,-37.54,C448A808-66DA-4FC9-A249-5126DB57C11A,5,27.17,4.99; 17.00; 27.19,-,-,7,45,-2.22; 4.02; 3.70; -0.57; 0.29,52.14; -113.85; 12.38; -4.64; 3.93,5.79; 1.33; -19.69; 2.02; -1.29,6,14,1,-,1
19:30:12,1:30:12,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,CH,80.93,-3.15,-3.36,1153,325.97,4:45,5.87,23.32,8,-40.22,-1.69,1.14,-,-,74.54,-10.81,-3.14,0.44,-1.66,1.1,-1.8,50,5.73,4.69,-80.23,-4.98,-2.31,24.45,-30.66,BD04FD30-68B6-4949-AEB9-36D55DBB8C5F,11.54,-3.6,-; -; -,-,-,4,45,-1.94; 6.94; -1.27; 0.26; -0.17,52.52; -118.31; 12.97; -1.11; 0.03,5.87; -6.56; -16.05; 1.61; -1.03,-,15,1,-,1
19:30:34,1:30:34,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,SL,78.32,0.64,-2.95,2190,50.45,7:45,5.82,25.52,8.8,-47.21,-7.72,-9.35,29.43,14.86,72.31,-8.55,-4.75,0.46,4.58,-3.64,-2.04,50,5.84,4.12,-77.91,0.4,6.02,22.2,-36.97,30A3F405-E3A7-4F5E-AC80-A12F6F800184,14.87,29.41,14.86; 17.00; 29.43,-,-,7,45,-2.13; 5.92; 3.29; -0.62; 0.39,51.67; -114.70; 11.70; -0.72; -0.28,5.82; 1.24; -19.24; 1.50; -0.76,14,16,1,-,1
19:30:52,1:30:52,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,FF,86.3,-2.2,-3.55,2272,208.68,1:00,5.79,28.93,8.8,-19.65,13.1,7.17,26.61,1.33,78.58,-6.05,-2.16,0.42,-5.24,9.38,-2.3,50,5.72,5.22,-85.73,-3.52,-8.3,27.98,-17.33,8BB26FBF-504C-4D7C-9BA8-A38B17EA4AC0,1.33,26.6,1.33; 17.00; 26.61,-,-,1,0,-2.41; 7.80; -4.46; 0.63; -0.28,51.72; -126.14; 13.59; 3.21; -5.21,5.79; -4.87; -9.20; 1.49; -1.27,5,17,1,-,1
19:31:20,1:31:20,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,FF,86.49,-0.75,-2.73,2211,199.35,12:45,5.69,29.29,8.5,-16.36,16.59,5.83,43.99,-6.18,78.36,-3.95,-1.61,0.42,-4.2,10.91,-2.35,50,5.66,4.01,-85.99,-1.33,-6.67,28.8,-14.84,F14B58B4-F7A0-410A-B67C-70AE5B1ED040,-6.18,43.99,-6.18; 17.00; 43.99,-,-,12,45,-2.44; 6.02; -3.61; 0.60; -0.34,52.00; -126.68; 15.03; -0.64; -0.72,5.69; -1.67; -7.78; 0.89; -0.63,11,18,1,-,1
19:31:43,1:31:43,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,FF,84.65,-0.99,-1.73,2089,208.34,1:00,5.53,29.3,8.5,-22.74,11.46,6.18,33.11,-17.13,77.42,-5.41,-0.54,0.43,-4.05,7.94,-2.38,50,5.49,2.45,-84.24,-1.73,-6.22,25.85,-19.98,9766633C-2966-47C3-A607-2983BF1D5E2C,-17.14,33.1,-17.13; 17.00; 33.11,-,-,1,0,-2.44; 3.74; -3.42; 0.74; -0.53,52.01; -124.06; 13.47; -0.53; -0.63,5.53; -2.16; -10.46; 1.13; -0.77,11,19,1,-,1
19:32:44,1:32:44,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,FF,86.96,-2.06,-3.03,2071,207.96,1:00,5.61,28.48,7.6,-24.52,9.28,4.93,20.52,-0.72,79.42,-6.73,-2.09,0.42,-3.62,6.78,-2.22,50,5.49,4.46,-86.27,-3.51,-5.82,27.47,-21.28,14E9407B-FD38-4C15-BC5C-B5564EE13CC2,-0.73,20.51,-0.72; 17.00; 20.52,-,-,1,0,-2.37; 6.72; -3.21; 0.75; -0.56,52.95; -127.34; 15.32; -4.37; 3.73,5.61; -4.60; -11.11; 1.07; -0.67,8,20,1,-,1
19:33:13,1:33:13,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,FF,87.15,-1.89,-3.64,2164,205.45,12:45,5.64,25.88,7.6,-20.96,12.73,6.06,26.31,7.4,79.22,-5.9,-2.5,0.42,-4.47,8.72,-1.97,50,5.54,5.38,-86.4,-3.2,-7.19,28.36,-18.14,01DEB7EC-0500-422E-B7F9-2C81D7C837B3,7.39,26.3,7.40; 17.00; 26.31,-,-,12,45,-2.16; 8.11; -3.98; 1.00; -0.77,52.90; -127.50; 15.09; -1.76; 0.66,5.64; -4.24; -9.41; 0.69; -0.31,6,21,1,-,1
19:33:28,1:33:28,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,SL,79.54,-0.26,-4.38,2193,53.6,7:45,5.88,25.81,7.6,-45.88,-5.51,-7.48,21.89,28.99,73.58,-8.93,-5.78,0.46,2.91,-1.95,-1.92,50,5.85,6.16,-78.85,-1.06,3.93,22.07,-34.82,6C1C3783-6CC7-45C2-8648-D0E0B78BD35B,29,21.87,28.99; 17.00; 21.89,-,-,7,45,-2.15; 8.91; 2.11; -0.27; 0.11,52.95; -116.35; 12.16; -2.56; 1.72,5.88; -0.56; -18.19; 1.66; -0.97,14,22,1,-,1
19:33:56,1:33:56,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,SL,78.29,-0.12,-0.96,2151,41.52,7:30,5.71,29.77,7.1,-48.77,-6.42,-5.68,18.41,-13.6,72.09,-9.31,-2.03,0.48,2.81,-2.38,-2.42,50,5.68,1.41,-77.74,-0.99,3.68,22.13,-35.29,8A3A899F-F0E7-492B-88D4-BD2B63BDAAF4,-13.59,18.38,-13.60; 17.00; 18.41,-,-,7,30,-2.48; 1.93; 2.04; -0.46; 0.32,53.45; -114.79; 11.58; -0.39; -0.58,5.71; -0.27; -18.48; 1.79; -1.09,13,23,1,-,1
19:34:22,1:34:22,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,SL,77.37,0.44,-1.85,2189,43.98,7:30,5.87,27.08,7.9,-51.62,-9.6,-9.26,23.53,2.06,71.14,-9.46,-3.62,0.47,4.64,-4.43,-2.17,50,5.88,2.63,-76.89,-0.11,5.92,22.57,-37.84,9FA94B09-372C-4D77-B032-BEFC98F0295A,2.06,23.51,2.06; 17.00; 23.53,-,-,7,30,-2.26; 3.68; 3.26; -0.67; 0.44,52.57; -113.35; 11.37; 1.05; -2.09,5.87; 0.82; -19.77; 1.78; -1.03,8,24,1,-,1
19:34:57,1:34:57,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,FF,85.96,0.47,-0.92,2077,221.47,1:30,5.66,26.98,7.8,-24.41,9.48,8.38,48.54,-25.5,78.88,-4.22,0.67,0.42,-4.93,6.16,-2.21,50,5.68,1.22,-85.52,0.32,-7.87,25.15,-22.37,DDF8D374-DD98-491C-B01E-5FADF6EAF2C5,-25.51,48.53,-25.50; 17.00; 48.54,-,-,1,30,-2.25; 2.00; -4.30; 0.87; -0.58,52.65; -125.98; 12.29; 2.60; -4.29,5.66; 1.01; -11.69; 1.19; -0.77,11,25,1,-,1
19:35:46,1:35:46,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,SL,78.22,0.08,-3.26,2206,50.29,7:45,5.83,27.47,7.5,-51.01,-9.35,-11.26,19.76,19.06,72.75,-9.54,-5.37,0.47,5.33,-4.18,-2.11,50,5.81,4.62,-77.65,-0.68,7,20.76,-37.68,93AA182D-9DA1-42B4-AC9B-B854D5398255,19.06,19.74,19.06; 17.00; 19.76,-,-,7,45,-2.29; 6.54; 3.81; -0.65; 0.37,53.02; -114.54; 11.08; -1.13; 0.26,5.83; 0.11; -19.64; 1.59; -0.83,14,26,1,-,1
19:36:01,1:36:01,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,SL,77.46,1.01,-1.11,2230,32.87,7:00,5.79,28.54,7.3,-54.08,-11.21,-7.25,26.38,-9.28,71.48,-9.21,-2.47,0.48,3.65,-5.4,-2.31,50,5.83,1.62,-76.94,0.49,4.69,21.27,-39.12,B45DD070-A011-4919-A4B7-CBA5E19CD3C6,-9.27,26.35,-9.28; 17.00; 26.38,-,-,7,0,-2.38; 2.20; 2.57; -0.48; 0.29,53.24; -113.53; 10.92; 0.37; -1.35,5.79; 1.98; -20.53; 2.14; -1.37,4,27,1,-,1
19:36:23,1:36:23,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,FF,85.13,-0.04,-4.27,2183,198.95,12:45,5.66,27.58,8,-25.6,9.05,3.11,41.85,15.04,77.59,-4.98,-3.68,0.43,-3.01,6.18,-2.11,50,5.65,6.25,-84.46,-0.43,-4.65,26.46,-22.66,F499AC50-76A8-4513-AF52-E8D5EBF83C3A,15.03,41.84,15.04; 17.00; 41.85,-,-,12,45,-2.30; 9.28; -2.55; 0.54; -0.37,52.47; -124.55; 14.44; -2.94; 2.10,5.66; -0.11; -11.88; 1.32; -0.92,12,28,1,-,1
19:36:56,1:36:56,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,FF,85.69,-0.7,-3.29,2120,199,12:45,5.67,26.32,8.1,-22.93,11.13,3.83,37.59,5.03,78.16,-5.13,-2.56,0.43,-3.13,7.56,-2.05,50,5.63,4.83,-85.11,-1.37,-4.9,26.72,-20.34,79734515-78B0-4D61-B977-056D98473825,5.03,37.58,5.03; 17.00; 37.59,-,-,12,45,-2.19; 7.20; -2.72; 0.68; -0.52,52.43; -125.57; 15.55; -6.61; 6.32,5.67; -1.56; -10.61; 1.01; -0.62,3,29,1,-,1
19:37:13,1:37:13,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,SL,78.12,0.05,-2.5,2256,51.62,7:45,5.81,28.28,7.6,-49.41,-7.65,-9.65,20.89,8.32,72.04,-9.33,-4.32,0.47,4.62,-3.18,-2.23,50,5.8,3.54,-77.58,-0.67,6.01,22.22,-36.33,594A06E3-34A7-4B11-9113-0A53063CD893,8.33,20.87,8.32; 17.00; 20.89,-,-,7,45,-2.36; 5.00; 3.28; -0.58; 0.34,52.94; -114.49; 12.07; -1.94; 1.04,5.81; 0.06; -18.97; 1.66; -0.94,9,30,1,-,1
19:37:41,1:37:41,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,FF,86.53,-1.76,-1.36,2166,220.11,1:15,5.72,30.29,8.2,-24.82,8.18,6.9,25,-22.68,79.52,-6.55,-0.04,0.42,-4.29,6.12,-2.47,50,5.64,1.93,-86.08,-2.99,-6.92,26.1,-22.32,7423EFFD-0E79-4D04-B009-EE856ED7E7F7,-22.69,24.99,-22.68; 17.00; 25.00,-,-,1,15,-2.52; 3.00; -3.81; 0.87; -0.64,52.26; -126.84; 14.10; -2.51; 1.70,5.72; -3.92; -11.74; 1.48; -1.12,13,31,1,-,1
19:37:59,1:37:59,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,CH,77.6,-0.83,-0.34,948,306.84,4:15,5.89,26.41,7.8,-45.75,-4.1,5.47,16.03,-28.17,71.82,-9.55,0.7,0.47,-3.16,-0.97,-2.19,50,5.84,0.38,-77.18,-1.75,-4.09,21.09,-33.45,4D51D42A-DCBA-4522-BB6F-806491C9521B,-28.18,16.01,-28.17; 17.00; 16.03,-,-,4,15,-2.20; 0.67; -2.23; 0.41; -0.24,52.65; -113.80; 11.15; -0.80; -0.11,5.89; -1.68; -17.49; 1.61; -0.95,13,32,1,-,1
19:38:17,1:38:17,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,FF,86.17,-0.99,-3.44,2135,217.76,1:15,5.57,28.93,8.7,-22.41,10.31,7.99,33.93,-0.56,78.98,-5.36,-1.9,0.42,-5.59,7.26,-2.31,50,5.53,5.04,-85.68,-1.74,-8.91,26.02,-20.61,36510550-7C96-439C-B8F8-E78AE055ABB2,-0.56,33.92,-0.56; 17.00; 33.93,-,-,1,15,-2.41; 7.57; -4.84; 0.88; -0.53,51.77; -126.10; 13.30; 0.53; -2.00,5.57; -2.20; -10.77; 1.12; -0.75,5,33,1,-,1
19:38:45,1:38:45,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,FF,85.82,-2.09,-2.62,2208,205.17,12:45,5.63,29.53,8.9,-22.11,10.7,5.03,23.42,-6.99,78.52,-6.42,-1.65,0.42,-3.7,7.91,-2.39,50,5.57,3.84,-85.36,-3.35,-5.83,26.91,-19.72,5D403630-E4BB-4290-8FDC-CFFC7884A956,-7,23.41,-6.99; 17.00; 23.42,-,-,12,45,-2.46; 5.74; -3.21; 0.74; -0.55,51.57; -125.71; 15.03; -4.42; 3.85,5.63; -4.61; -10.30; 1.05; -0.68,7,34,1,-,1
19:41:38,1:41:38,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,FF,85.47,-0.84,-3.38,2023,209.99,1:00,5.68,28.27,8.5,-23.52,10.1,5.83,35.72,1.73,78.3,-5.41,-2.26,0.42,-4.29,7.05,-2.24,50,5.65,4.92,-84.95,-1.55,-6.73,25.71,-21.13,B13682EC-48C1-4DBB-90D7-3C2511DE28F8,1.72,35.71,1.73; 17.00; 35.72,-,-,1,0,-2.36; 7.36; -3.63; 0.55; -0.28,52.03; -125.09; 13.10; 0.64; -2.04,5.68; -1.86; -11.13; 1.46; -1.13,2,35,1,-,1
19:42:14,1:42:14,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,CH,77.68,1.59,-0.51,1076,304.21,4:15,6.1,26.12,8.4,-43.38,-2.55,3.75,46.73,-24.43,71.18,-6.84,0.21,0.47,-2.29,-0.81,-2.16,50,6.16,0.64,-77.29,1.63,-2.96,21.9,-33.23,40E29C7E-530E-438A-A1CB-40C5CEA1260C,-24.43,46.71,-24.43; 17.00; 46.73,-,-,4,15,-2.18; 1.01; -1.61; 0.25; -0.13,52.13; -113.81; 10.75; 2.00; -3.11,6.10; 3.11; -17.31; 1.39; -0.72,11,36,1,-,1
19:43:09,1:43:09,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,FF,84.93,-0.52,-3.2,2005,224.61,1:30,5.65,27.24,9.5,-25.09,7.42,7.32,37.25,-1.3,78.38,-5.48,-1.77,0.42,-5.2,5.51,-2.21,50,5.64,4.65,-84.59,-0.97,-8.13,24,-23.56,0D1CB8FA-3635-41E4-BCAC-FF396F70C7E3,-1.31,37.23,-1.30; 17.00; 37.25,-,-,1,30,-2.27; 6.93; -4.43; 0.87; -0.57,51.01; -124.35; 12.53; -0.67; -0.38,5.65; -1.16; -12.31; 1.27; -0.84,2,37,1,-,1
19:43:27,1:43:27,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,SL,76.74,1.44,-0.21,2166,42.84,7:30,5.76,27.92,7.8,-51.23,-8.57,-7.95,33.32,-17.75,71.04,-8.34,-1.71,0.48,4.38,-4.14,-2.31,50,5.81,0.4,-76.31,1.19,5.56,19.87,-37.45,598B533C-8AE7-4A6B-813E-AD261E0703B0,-17.74,33.3,-17.75; 17.00; 33.32,-,-,7,30,-2.33; 0.42; 3.05; -0.57; 0.35,52.74; -112.42; 9.54; 2.51; -3.47,5.76; 2.78; -19.56; 1.72; -0.97,11,38,1,-,1
19:43:50,1:43:50,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,FF,84.9,-0.25,-2.88,2117,216.31,1:15,5.67,25.98,9.2,-24.23,8.75,6.43,41.18,-2.28,78.11,-5.02,-1.63,0.42,-4.56,6.21,-2.1,50,5.66,4.18,-84.55,-0.59,-7.11,24.55,-22.51,26964544-7AEA-45A4-A651-8ED83C01BD65,-2.29,41.17,-2.28; 17.00; 41.18,-,-,1,15,-2.17; 6.24; -3.86; 0.71; -0.44,51.32; -124.31; 12.20; 1.81; -3.41,5.67; -0.57; -11.66; 0.80; -0.32,2,39,1,-,1
19:44:11,1:44:11,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,CH,77.92,0.13,-2.3,2015,264.4,2:45,5.98,24.37,8.7,-39.59,0.61,6.17,33.54,-6.23,71.32,-7.6,-1.11,0.46,-4.26,1.48,-1.96,50,5.98,3.04,-77.53,-0.24,-5.53,22.73,-30.27,D3C477B1-BD2E-4B76-95AD-E382B46488EB,-6.24,33.53,-6.23; 17.00; 33.54,-,-,2,45,-2.03; 4.58; -3.03; 0.60; -0.39,51.83; -114.20; 12.21; -1.56; 0.63,5.98; 0.23; -15.85; 1.57; -0.99,4,40,1,-,1
19:44:41,1:44:41,1/15/2026,1/16/2026,Ryne Kaiser  (#34),34542019,R,Southwest Baptist University,WU,SL,76.94,2.32,-1.07,2151,55.72,7:45,5.74,27.74,9.5,-46.64,-7.01,-10.28,46.34,-6.37,71.04,-6.91,-3.08,0.46,5.83,-3.8,-2.29,50,5.78,1.52,-76.67,2.78,7.46,20.57,-37.04,6ADEF0B8-B0F4-4CDE-95BB-93C7B38FBFD1,-6.36,46.33,-6.37; 17.00; 46.34,-,-,7,45,-2.31; 2.12; 4.04; -0.62; 0.32,50.99; -112.78; 11.45; -2.76; 1.97,5.74; 4.52; -19.32; 1.65; -0.91,11,41,1,-,1
